timestamp,rpm,speed_kmh,oil_temp_c,water_temp_c,voltage_v
2026-05-24T20:13:02,0,0,24.0,29.0,12.68
2026-05-24T20:13:03,0,0,24.4,29.6,12.57
2026-05-24T20:13:04,0,0,24.8,30.2,12.4
2026-05-24T20:13:05,0,0,25.2,30.8,12.56
2026-05-24T20:13:06,0,0,25.6,31.4,12.59
2026-05-24T20:13:07,0,0,26.0,32.0,12.61
2026-05-24T20:13:08,0,0,26.4,32.6,12.79
2026-05-24T20:13:09,0,0,26.8,33.2,12.63
2026-05-24T20:13:10,0,0,27.2,33.8,12.41
2026-05-24T20:13:11,0,0,27.6,34.4,12.55
2026-05-24T20:13:12,0,0,28.0,35.0,12.4
2026-05-24T20:13:13,0,0,28.4,35.6,12.78
2026-05-24T20:13:14,0,0,28.8,36.2,12.79
2026-05-24T20:13:15,0,0,29.2,36.8,12.5
2026-05-24T20:13:16,0,0,29.6,37.4,12.69
2026-05-24T20:13:17,0,0,30.0,38.0,12.52
2026-05-24T20:13:18,0,0,30.4,38.6,12.76
2026-05-24T20:13:19,0,0,30.8,39.2,12.79
2026-05-24T20:13:20,0,0,31.2,39.8,12.63
2026-05-24T20:13:21,0,0,31.6,40.4,12.41
2026-05-24T20:13:22,0,0,32.0,41.0,12.74
2026-05-24T20:13:23,0,0,32.4,41.6,12.69
2026-05-24T20:13:24,0,0,32.8,42.2,12.68
2026-05-24T20:13:25,0,0,33.2,42.8,12.48
2026-05-24T20:13:26,0,0,33.6,43.4,12.44
2026-05-24T20:13:27,0,0,34.0,44.0,12.47
2026-05-24T20:13:28,0,0,34.4,44.6,12.6
2026-05-24T20:13:29,0,0,34.8,45.2,12.68
2026-05-24T20:13:30,0,0,35.2,45.8,12.54
2026-05-24T20:13:31,0,0,35.6,46.4,12.78
2026-05-24T20:13:32,0,0,36.0,47.0,12.47
2026-05-24T20:13:33,0,0,36.4,47.6,12.5
2026-05-24T20:13:34,0,0,36.8,48.2,12.78
2026-05-24T20:13:35,0,0,37.2,48.8,12.4
2026-05-24T20:13:36,0,0,37.6,49.4,12.66
2026-05-24T20:13:37,0,0,38.0,50.0,12.67
2026-05-24T20:13:38,0,0,38.4,50.6,12.62
2026-05-24T20:13:39,0,0,38.8,51.2,12.77
2026-05-24T20:13:40,0,0,39.2,51.8,12.43
2026-05-24T20:13:41,0,0,39.6,52.4,12.68
2026-05-24T20:13:42,0,0,40.0,53.0,12.4
2026-05-24T20:13:43,0,0,40.4,53.6,12.78
2026-05-24T20:13:44,0,0,40.8,54.2,12.58
2026-05-24T20:13:45,0,0,41.2,54.8,12.67
2026-05-24T20:13:46,0,0,41.6,55.4,12.59
2026-05-24T20:13:47,0,0,42.0,56.0,12.79
2026-05-24T20:13:48,0,0,42.4,56.6,12.64
2026-05-24T20:13:49,0,0,42.8,57.2,12.47
2026-05-24T20:13:50,0,0,43.2,57.8,12.74
2026-05-24T20:13:51,0,0,43.6,58.4,12.52
2026-05-24T20:13:52,0,0,44.0,59.0,12.56
2026-05-24T20:13:53,0,0,44.2,59.3,12.5
2026-05-24T20:13:54,0,0,44.6,59.9,12.5
2026-05-24T20:13:55,0,0,45.0,60.5,12.59
2026-05-24T20:13:56,0,0,45.4,61.1,12.64
2026-05-24T20:13:57,0,0,45.8,61.7,12.64
2026-05-24T20:13:58,0,0,46.2,62.3,12.59
2026-05-24T20:13:59,0,0,46.6,62.9,12.73
2026-05-24T20:14:00,0,0,47.0,63.5,12.51
2026-05-24T20:14:01,0,0,47.4,64.1,12.66
2026-05-24T20:14:02,0,0,47.4,64.1,12.66
2026-05-24T20:14:03,0,0,47.4,64.1,12.66
2026-05-24T20:14:04,0,0,47.4,64.1,12.66
2026-05-24T20:14:05,0,0,47.4,64.1,12.66
2026-05-24T20:14:06,0,0,47.4,64.1,12.66
2026-05-24T20:14:07,0,0,47.4,64.1,12.66
2026-05-24T20:14:08,0,0,18.6,20.9,12.54
2026-05-24T20:14:09,0,0,19,21.5,12.52
2026-05-24T20:14:10,0,0,19.4,22.1,12.73
2026-05-24T20:14:11,0,0,19.8,22.7,12.75
2026-05-24T20:14:12,0,0,20.2,23.3,12.68
2026-05-24T20:14:13,0,0,20.6,23.9,12.44
2026-05-24T20:14:14,0,0,21.0,24.5,12.75
2026-05-24T20:14:15,0,0,21.4,25.1,12.7
2026-05-24T20:14:16,0,0,21.8,25.7,12.77
2026-05-24T20:14:17,0,0,22.2,26.3,12.75
2026-05-24T20:14:18,0,0,22.6,26.9,12.45
