timestamp,rpm,speed_kmh,oil_temp_c,water_temp_c,voltage_v
2026-05-20T22:19:43,1267.43,31.77,89.88,86.82,13.82
2026-05-20T22:19:44,2821.45,70.37,91.14,87.23,13.91
2026-05-20T22:19:45,4115.91,103.08,91.98,87.68,13.85
2026-05-20T22:19:46,5086.26,128.74,91.03,87.83,14.07
2026-05-20T22:19:47,5844.66,146.34,92.91,88.33,14.1
2026-05-20T22:19:48,6003.21,148.09,92.17,88.23,14.15
2026-05-20T22:19:49,5808.25,146.1,94.24,87.98,14.22
2026-05-20T22:19:50,5084.82,127.99,93.3,88.63,14.23
2026-05-20T22:19:51,4064.09,98.73,94.36,88.87,14.31
2026-05-20T22:19:52,2665.65,66.87,94.71,89.08,14.32
2026-05-20T22:19:53,1226.71,32.0,95.5,89.37,14.39
2026-05-20T22:19:54,1926.29,47.86,95.91,88.69,14.32
2026-05-20T22:19:55,3411.78,85.97,96.01,89.11,14.3
2026-05-20T22:19:56,4659.03,119.17,97.34,89.02,14.31
2026-05-20T22:19:57,5464.46,138.88,97.92,89.49,14.31
2026-05-20T22:19:58,5875.48,147.16,97.27,89.71,14.34
2026-05-20T22:19:59,5979.75,147.31,98.78,90.43,14.37
2026-05-20T22:20:00,5457.15,139.1,100.0,89.76,14.43
2026-05-20T22:20:01,4659.8,113.53,99.49,89.83,14.39
2026-05-20T22:20:02,3365.23,86.05,100.14,90.91,14.38
2026-05-20T22:20:03,1939.2,47.7,101.09,90.54,14.26
2026-05-20T22:20:04,1195.43,30.48,101.38,90.48,14.39
2026-05-20T22:20:05,2682.08,65.84,100.06,91.36,14.32
2026-05-20T22:20:06,4075.63,104.38,100.48,91.06,14.24
2026-05-20T22:20:07,5158.89,127.68,102.21,91.45,14.12
2026-05-20T22:20:08,5778.02,142.95,102.27,91.08,14.21
2026-05-20T22:20:09,6019.6,152.13,100.63,91.63,14.07
2026-05-20T22:20:10,5803.47,146.59,102.62,91.22,14.03
2026-05-20T22:20:11,5119.62,128.42,102.4,91.38,13.89
2026-05-20T22:20:12,4014.08,103.12,101.77,91.23,13.91
2026-05-20T22:20:13,2640.05,63.54,102.07,91.88,13.84
2026-05-20T22:20:14,1205.47,33.12,102.44,91.66,13.91
2026-05-20T22:20:15,1863.77,49.49,101.49,91.87,13.72
2026-05-20T22:20:16,3323.07,80.09,101.14,91.89,13.74
2026-05-20T22:20:17,4559.21,111.7,101.74,92.07,13.58
2026-05-20T22:20:18,5511.42,137.38,102.55,91.99,13.54
2026-05-20T22:20:19,5966.33,149.21,101.93,92.33,13.47
2026-05-20T22:20:20,6030.42,148.88,101.39,91.63,13.44
2026-05-20T22:20:21,5535.48,137.7,101.3,92.48,13.47
2026-05-20T22:20:22,4634.26,114.98,101.23,92.25,13.39
2026-05-20T22:20:24,3671.46,93.14,100.95,92.44,13.28
