timestamp,rpm,speed_kmh,oil_temp_c,water_temp_c,voltage_v
2026-05-20T21:43:30,1229.2,28.83,91.01,86.7,13.89
2026-05-20T21:43:31,2759.54,67.0,91.27,87.22,13.93
2026-05-20T21:43:32,4063.8,102.99,91.65,87.24,13.88
2026-05-20T21:43:33,5135.86,128.07,92.34,87.7,14.04
2026-05-20T21:43:34,5853.05,147.01,92.14,88.29,14.14
2026-05-20T21:43:35,5990.12,148.62,92.29,87.67,14.18
2026-05-20T21:43:36,5791.97,143.14,93.25,87.95,14.09
2026-05-20T21:43:37,5087.1,126.61,93.7,88.19,14.13
2026-05-20T21:43:38,4045.37,103.72,94.67,88.25,14.29
2026-05-20T21:43:39,2774.33,72.31,94.75,88.4,14.23
2026-05-20T21:43:40,1212.16,27.4,96.08,89.04,14.27
2026-05-20T21:43:41,1944.69,50.73,96.16,89.13,14.25
2026-05-20T21:43:42,3350.3,85.47,96.6,89.72,14.44
2026-05-20T21:43:43,4533.32,112.73,98.0,89.46,14.47
2026-05-20T21:43:44,5338.6,135.01,96.85,89.9,14.45
2026-05-20T21:43:45,5838.76,145.59,97.22,90.2,14.45
2026-05-20T21:43:46,6019.84,152.76,98.21,90.26,14.41
2026-05-20T21:43:47,5596.51,138.76,99.55,90.22,14.32
2026-05-20T21:43:48,4761.71,121.96,100.0,90.05,14.44
2026-05-20T21:43:49,3630.13,91.14,99.58,90.83,14.33
2026-05-20T21:43:50,2793.64,71.0,100.4,90.31,14.45
