timestamp,rpm,speed_kmh,oil_temp_c,water_temp_c,voltage_v
2026-05-24T20:22:37,0,0,95.2,90.2,12.56
2026-05-24T20:22:38,0,0,95.2,90.2,12.73
2026-05-24T20:22:39,0,0,95.2,90.2,12.42
2026-05-24T20:22:40,0,0,95.2,90.2,12.61
2026-05-24T20:22:41,0,0,95.2,90.2,12.58
2026-05-24T20:22:42,0,0,95.2,90.2,12.75
2026-05-24T20:22:43,0,0,95.2,90.2,12.55
2026-05-24T20:22:44,0,0,95.2,90.2,12.73
2026-05-24T20:22:45,0,0,95.2,90.2,12.55
2026-05-24T20:22:46,0,0,95.2,90.2,12.66
2026-05-24T20:22:47,0,0,95.2,90.2,12.69
2026-05-24T20:22:48,0,0,95.2,90.2,12.6
2026-05-24T20:22:49,0,0,95.2,90.2,12.79
2026-05-24T20:22:50,0,0,95.2,90.2,12.72
2026-05-24T20:22:51,0,0,95.2,90.2,12.52
2026-05-24T20:22:52,0,0,95.2,90.2,12.6
2026-05-24T20:22:53,0,0,95.2,90.2,12.54
2026-05-24T20:22:54,0,0,95.2,90.2,12.62
2026-05-24T20:22:55,0,0,95.2,90.2,12.57
2026-05-24T20:22:56,0,0,95.2,90.2,12.52
2026-05-24T20:22:57,0,0,95.2,90.2,12.63
2026-05-24T20:22:58,0,0,95.2,90.2,12.78
2026-05-24T20:22:59,0,0,95.2,90.2,12.41
2026-05-24T20:23:00,0,0,95.2,90.2,12.68
2026-05-24T20:23:01,0,0,95.2,90.2,12.69
2026-05-24T20:23:02,0,0,95.2,90.2,12.71
2026-05-24T20:23:03,0,0,95.2,90.2,12.69
2026-05-24T20:23:04,0,0,95.2,90.2,12.65
2026-05-24T20:23:05,0,0,95.2,90.2,12.75
2026-05-24T20:23:06,0,0,95.2,90.2,12.61
2026-05-24T20:23:07,0,0,95.2,90.2,12.73
2026-05-24T20:23:08,0,0,95.2,90.2,12.56
2026-05-24T20:23:09,0,0,95.2,90.2,12.51
2026-05-24T20:23:10,0,0,95.2,90.2,12.77
2026-05-24T20:23:11,0,0,95.2,90.2,12.69
2026-05-24T20:23:12,0,0,95.2,90.2,12.64
2026-05-24T20:23:13,0,0,95.2,90.2,12.49
2026-05-24T20:23:14,0,0,95.2,90.2,12.53
2026-05-24T20:23:15,0,0,95.2,90.2,12.5
2026-05-24T20:23:16,0,0,95.2,90.2,12.46
2026-05-24T20:23:17,0,0,95.2,90.2,12.58
2026-05-24T20:23:18,0,0,95.2,90.2,12.4
2026-05-24T20:23:19,0,0,95.2,90.2,12.78
2026-05-24T20:23:20,0,0,95.2,90.2,12.52
2026-05-24T20:23:21,0,0,95.2,90.2,12.57
2026-05-24T20:23:22,0,0,95.2,90.2,12.7
2026-05-24T20:23:23,0,0,95.2,90.2,12.42
2026-05-24T20:23:24,0,0,95.2,90.2,12.79
2026-05-24T20:23:25,0,0,95.2,90.2,12.63
2026-05-24T20:23:26,0,0,95.2,90.2,12.41
2026-05-24T20:23:27,0,0,95.2,90.2,12.49
2026-05-24T20:23:28,0,0,95.2,90.2,12.72
2026-05-24T20:23:29,0,0,95.2,90.2,12.48
2026-05-24T20:23:30,0,0,95.2,90.2,12.62
2026-05-24T20:23:31,0,0,95.2,90.2,12.43
2026-05-24T20:23:32,0,0,95.2,90.2,12.65
2026-05-24T20:23:33,0,0,95.2,90.2,12.66
2026-05-24T20:23:34,0,0,95.2,90.2,12.5
2026-05-24T20:23:35,0,0,95.2,90.2,12.76
2026-05-24T20:23:36,0,0,95.2,90.2,12.79
2026-05-24T20:23:37,0,0,95.2,90.2,12.75
2026-05-24T20:23:38,0,0,95.2,90.2,12.55
2026-05-24T20:23:39,0,0,95.2,90.2,12.59
2026-05-24T20:23:40,0,0,95.2,90.2,12.7
2026-05-24T20:23:41,0,0,95.2,90.2,12.5
2026-05-24T20:23:42,0,0,95.2,90.2,12.61
2026-05-24T20:23:43,0,0,95.2,90.2,12.77
2026-05-24T20:23:44,0,0,95.2,90.2,12.71
2026-05-24T20:23:45,0,0,95.2,90.2,12.47
2026-05-24T20:23:46,0,0,95.2,90.2,12.59
2026-05-24T20:23:47,0,0,95.2,90.2,12.55
2026-05-24T20:23:48,0,0,95.2,90.2,12.51
2026-05-24T20:23:49,0,0,95.2,90.2,12.44
2026-05-24T20:23:50,0,0,95.2,90.2,12.54
2026-05-24T20:23:51,0,0,95.2,90.2,12.43
2026-05-24T20:23:52,0,0,95.2,90.2,12.66
2026-05-24T20:23:53,0,0,95.2,90.2,12.64
2026-05-24T20:23:54,0,0,95.2,90.2,12.71
2026-05-24T20:23:55,0,0,95.2,90.2,12.4
2026-05-24T20:23:56,0,0,95.2,90.2,12.72
2026-05-24T20:23:57,0,0,95.2,90.2,12.51
2026-05-24T20:23:58,0,0,95.2,90.2,12.54
2026-05-24T20:23:59,0,0,95.2,90.2,12.61
2026-05-24T20:24:00,0,0,95.2,90.2,12.58
2026-05-24T20:24:01,0,0,95.2,90.2,12.6
2026-05-24T20:24:02,0,0,95.2,90.2,12.73
2026-05-24T20:24:03,0,0,95.2,90.2,12.47
2026-05-24T20:24:04,0,0,95.2,90.2,12.53
2026-05-24T20:24:05,0,0,95.2,90.2,12.54
2026-05-24T20:24:06,0,0,95.2,90.2,12.41
2026-05-24T20:24:07,0,0,95.2,90.2,12.64
2026-05-24T20:24:08,0,0,95.2,90.2,12.6
2026-05-24T20:24:09,0,0,95.2,90.2,12.47
2026-05-24T20:24:10,0,0,95.2,90.2,12.6
2026-05-24T20:24:11,0,0,95.2,90.2,12.74
2026-05-24T20:24:12,0,0,95.2,90.2,12.79
2026-05-24T20:24:13,0,0,95.2,90.2,12.45
2026-05-24T20:24:14,0,0,95.2,90.2,12.71
2026-05-24T20:24:15,0,0,95.2,90.2,12.54
2026-05-24T20:24:16,0,0,95.2,90.2,12.78
2026-05-24T20:24:17,0,0,95.2,90.2,12.4
2026-05-24T20:24:18,0,0,95.2,90.2,12.41
2026-05-24T20:24:19,0,0,95.2,90.2,12.76
2026-05-24T20:24:20,0,0,95.2,90.2,12.43
2026-05-24T20:24:21,0,0,95.2,90.2,12.55
2026-05-24T20:24:22,0,0,95.2,90.2,12.72
2026-05-24T20:24:23,0,0,95.2,90.2,12.72
2026-05-24T20:24:24,0,0,95.2,90.2,12.41
2026-05-24T20:24:25,0,0,95.2,90.2,12.41
2026-05-24T20:24:26,0,0,95.2,90.2,12.41
2026-05-24T20:24:27,0,0,95.2,90.2,12.41
2026-05-24T20:24:28,0,0,95.2,90.2,12.41
2026-05-24T20:24:29,0,0,95.2,90.2,12.41
2026-05-24T20:24:30,0,0,95.2,90.2,12.41
2026-05-24T20:24:31,0,0,95.2,90.2,12.41
2026-05-24T20:24:32,0,0,95.2,90.2,12.41
2026-05-24T20:24:33,0,0,95.2,90.2,12.41
2026-05-24T20:24:34,0,0,95.2,90.2,12.41
2026-05-24T20:24:35,0,0,95.2,90.2,12.41
2026-05-24T20:24:36,0,0,95.2,90.2,12.41
2026-05-24T20:24:37,0,0,95.2,90.2,12.41
2026-05-24T20:24:38,0,0,95.2,90.2,12.41
2026-05-24T20:24:39,0,0,95.2,90.2,12.41
2026-05-24T20:24:40,0,0,95.2,90.2,12.41
2026-05-24T20:24:41,0,0,95.2,90.2,12.41
2026-05-24T20:24:42,0,0,95.2,90.2,12.41
2026-05-24T20:24:43,0,0,95.2,90.2,12.41
2026-05-24T20:24:44,0,0,95.2,90.2,12.41
2026-05-24T20:24:45,0,0,95.2,90.2,12.41
2026-05-24T20:24:46,0,0,95.2,90.2,12.41
2026-05-24T20:24:47,0,0,95.2,90.2,12.41
2026-05-24T20:24:48,0,0,95.2,90.2,12.41
2026-05-24T20:24:49,0,0,95.2,90.2,12.41
2026-05-24T20:24:50,0,0,95.2,90.2,12.41
2026-05-24T20:24:51,0,0,95.2,90.2,12.41
2026-05-24T20:24:52,0,0,95.2,90.2,12.41
2026-05-24T20:24:53,0,0,95.2,90.2,12.41
2026-05-24T20:24:54,0,0,95.2,90.2,12.41
2026-05-24T20:24:55,0,0,95.2,90.2,12.41
2026-05-24T20:24:56,0,0,95.2,90.2,12.41
2026-05-24T20:24:57,0,0,95.2,90.2,12.41
2026-05-24T20:24:58,0,0,95.2,90.2,12.41
2026-05-24T20:24:59,0,0,95.2,90.2,12.41
2026-05-24T20:25:00,0,0,95.2,90.2,12.41
2026-05-24T20:25:01,0,0,95.2,90.2,12.41
2026-05-24T20:25:02,0,0,95.2,90.2,12.41
2026-05-24T20:25:03,0,0,95.2,90.2,12.41
2026-05-24T20:25:04,0,0,95.2,90.2,12.41
2026-05-24T20:25:05,0,0,95.2,90.2,12.41
2026-05-24T20:25:06,0,0,95.2,90.2,12.41
2026-05-24T20:25:07,0,0,95.2,90.2,12.41
2026-05-24T20:25:08,0,0,95.2,90.2,12.41
2026-05-24T20:25:09,0,0,95.2,90.2,12.41
2026-05-24T20:25:10,0,0,95.2,90.2,12.41
2026-05-24T20:25:11,0,0,95.2,90.2,12.41
2026-05-24T20:25:12,0,0,95.2,90.2,12.41
2026-05-24T20:25:13,0,0,95.2,90.2,12.41
2026-05-24T20:25:14,0,0,95.2,90.2,12.41
2026-05-24T20:25:15,0,0,95.2,90.2,12.41
2026-05-24T20:25:16,0,0,95.2,90.2,12.41
2026-05-24T20:25:17,0,0,95.2,90.2,12.41
2026-05-24T20:25:18,0,0,95.2,90.2,12.41
2026-05-24T20:25:19,0,0,95.2,90.2,12.41
2026-05-24T20:25:20,0,0,95.2,90.2,12.41
2026-05-24T20:25:21,0,0,95.2,90.2,12.41
2026-05-24T20:25:22,0,0,95.2,90.2,12.41
2026-05-24T20:25:23,0,0,95.2,90.2,12.41
2026-05-24T20:25:24,0,0,95.2,90.2,12.41
2026-05-24T20:25:25,0,0,95.2,90.2,12.41
2026-05-24T20:25:26,0,0,95.2,90.2,12.41
2026-05-24T20:25:27,0,0,95.2,90.2,12.41
2026-05-24T20:25:28,0,0,95.2,90.2,12.41
2026-05-24T20:25:29,0,0,95.2,90.2,12.41
2026-05-24T20:25:30,0,0,95.2,90.2,12.41
2026-05-24T20:25:31,0,0,95.2,90.2,12.41
2026-05-24T20:25:32,0,0,95.2,90.2,12.41
2026-05-24T20:25:33,0,0,95.2,90.2,12.41
2026-05-24T20:25:34,0,0,95.2,90.2,12.41
2026-05-24T20:25:35,0,0,95.2,90.2,12.41
2026-05-24T20:25:36,0,0,95.2,90.2,12.41
2026-05-24T20:25:37,0,0,95.2,90.2,12.41
2026-05-24T20:25:38,0,0,95.2,90.2,12.41
2026-05-24T20:25:39,0,0,95.2,90.2,12.41
2026-05-24T20:25:40,0,0,95.2,90.2,12.41
2026-05-24T20:25:41,0,0,95.2,90.2,12.41
2026-05-24T20:25:42,0,0,95.2,90.2,12.41
2026-05-24T20:25:43,0,0,95.2,90.2,12.41
2026-05-24T20:25:44,0,0,95.2,90.2,12.41
2026-05-24T20:25:45,0,0,95.2,90.2,12.41
2026-05-24T20:25:46,0,0,95.2,90.2,12.41
2026-05-24T20:25:47,0,0,95.2,90.2,12.41
2026-05-24T20:25:48,0,0,95.2,90.2,12.41
2026-05-24T20:25:49,0,0,95.2,90.2,12.41
2026-05-24T20:25:50,0,0,95.2,90.2,12.41
2026-05-24T20:25:51,0,0,95.2,90.2,12.41
2026-05-24T20:25:52,0,0,95.2,90.2,12.41
2026-05-24T20:25:53,0,0,95.2,90.2,12.41
2026-05-24T20:25:54,0,0,95.2,90.2,12.41
2026-05-24T20:25:55,0,0,95.2,90.2,12.41
2026-05-24T20:25:56,0,0,95.2,90.2,12.41
2026-05-24T20:25:57,0,0,95.2,90.2,12.41
2026-05-24T20:25:58,0,0,95.2,90.2,12.41
2026-05-24T20:25:59,0,0,95.2,90.2,12.41
2026-05-24T20:26:00,0,0,95.2,90.2,12.41
2026-05-24T20:26:01,0,0,95.2,90.2,12.41
2026-05-24T20:26:02,0,0,95.2,90.2,12.41
2026-05-24T20:26:03,0,0,95.2,90.2,12.41
2026-05-24T20:26:04,0,0,95.2,90.2,12.41
2026-05-24T20:26:05,0,0,95.2,90.2,12.41
2026-05-24T20:26:06,0,0,95.2,90.2,12.41
2026-05-24T20:26:07,0,0,95.2,90.2,12.41
2026-05-24T20:26:08,0,0,95.2,90.2,12.41
2026-05-24T20:26:09,0,0,95.2,90.2,12.41
2026-05-24T20:26:10,0,0,95.2,90.2,12.41
2026-05-24T20:26:11,0,0,95.2,90.2,12.41
2026-05-24T20:26:12,0,0,95.2,90.2,12.41
2026-05-24T20:26:13,0,0,95.2,90.2,12.41
2026-05-24T20:26:14,0,0,95.2,90.2,12.41
2026-05-24T20:26:15,0,0,95.2,90.2,12.41
2026-05-24T20:26:16,0,0,95.2,90.2,12.41
2026-05-24T20:26:17,0,0,95.2,90.2,12.41
2026-05-24T20:26:18,0,0,95.2,90.2,12.41
2026-05-24T20:26:19,0,0,95.2,90.2,12.41
2026-05-24T20:26:20,0,0,95.2,90.2,12.41
2026-05-24T20:26:21,0,0,95.2,90.2,12.41
2026-05-24T20:26:22,0,0,95.2,90.2,12.41
2026-05-24T20:26:23,0,0,95.2,90.2,12.41
2026-05-24T20:26:24,0,0,18.6,20.9,12.72
2026-05-24T20:26:25,0,0,19,21.5,12.76
2026-05-24T20:26:26,0,0,19.4,22.1,12.67
2026-05-24T20:26:27,0,0,19.8,22.7,12.73
2026-05-24T20:26:28,0,0,20.2,23.3,12.5
2026-05-24T20:26:29,0,0,20.4,23.6,12.78
2026-05-24T20:26:30,0,0,20.8,24.2,12.44
2026-05-24T20:26:31,0,0,21.2,24.8,12.73
2026-05-24T20:26:32,0,0,21.6,25.4,12.78
2026-05-24T20:26:33,0,0,22.0,26.0,12.57
2026-05-24T20:26:34,0,0,22.4,26.6,12.74
2026-05-24T20:26:35,0,0,22.8,27.2,12.65
2026-05-24T20:26:36,0,0,23.2,27.8,12.73
2026-05-24T20:26:37,0,0,23.6,28.4,12.41
